# x-label = Wavelength [nm]
# y-label = Intensity
776.7465157357716  12
776.7540175695949  14
776.7615194034182  1
776.7690212372414  -4
776.7765230710647  25
776.784024904888  4
776.7915267387112  -14
776.7990285725346  24
776.8065304063579  5
776.8140322401811  34
776.8215340740044  12
776.8290359078277  2
776.836537741651  -34
776.8440395754742  8
776.8515414092975  -12
776.8590432431208  18
776.866545076944  9
776.8740469107673  -11
776.8815487445906  17
776.8890505784138  -15
776.8965524122372  2
776.9040542460605  30
776.9115560798838  13
776.919057913707  13
776.9265597475303  3
776.9340615813536  20
776.9415634151768  -14
776.9490652490001  40
776.9565670828234  4
776.9640689166466  -10
776.9715707504699  -2
776.9790725842932  5
776.9865744181166  -5
776.9940762519398  19
777.0015780857631  3
777.0090799195864  17
777.0165817534096  26
777.0240835872329  3
777.0315854210562  -3
777.0390872548794  -14
777.0465890887027  1
777.054090922526  21
777.0615927563493  -8
777.0690945901725  12
777.0765964239959  14
777.0840982578192  -11
777.0916000916424  -3
777.0991019254657  26
777.106603759289  6
777.1141055931122  -11
777.1216074269355  21
777.1291092607588  23
777.1366110945821  -4
777.1441129284053  13
777.1516147622286  2
777.159116596052  -24
777.1666184298751  20
777.1741202636985  18
777.1816220975218  -2
777.189123931345  -4
777.1966257651683  -5
777.2041275989916  36
777.2116294328149  -1
777.2191312666381  7
777.2266331004614  -4
777.2341349342847  -15
777.2416367681079  1
777.2491386019312  27
777.2566404357545  3
777.2641422695777  15
777.2716441034011  3
777.2791459372244  -6
777.2866477710477  27
777.2941496048709  9
777.3016514386942  -11
777.3091532725175  6
777.3166551063407  -1
777.324156940164  -14
777.3316587739873  -15
777.3391606078105  -17
777.3466624416338  8
777.3541642754572  23
777.3616661092805  -8
777.3691679431037  24
777.376669776927  -28
777.3841716107503  -25
777.3916734445735  -23
777.3991752783968  -5
777.4066771122201  -13
777.4141789460433  -12
777.4216807798666  -9
777.4291826136899  -2
777.4366844475132  -25
777.4441862813364  2
777.4516881151598  -4
777.4591899489831  8
777.4666917828063  26
777.4741936166296  -36
777.4816954504529  18
777.4891972842761  4
777.4966991180994  -10
777.5042009519227  3
777.511702785746  14
777.5192046195692  25
777.5267064533925  -9
777.5342082872158  29
777.541710121039  -10
777.5492119548624  30
777.5567137886857  -12
777.5642156225089  11
777.5717174563322  -28
777.5792192901555  23
777.5867211239788  49
777.594222957802  -2
777.6017247916253  -10
777.6092266254486  -17
777.6167284592718  -3
777.6242302930951  12
777.6317321269185  -5
777.6392339607416  28
777.646735794565  -8
777.6542376283883  -3
777.6617394622116  -31
777.6692412960348  3
777.6767431298581  -26
777.6842449636814  20
777.6917467975046  27
777.6992486313279  18
777.7067504651512  -34
777.7142522989745  27
777.7217541327977  -23
777.729255966621  41
777.7367578004444  -20
777.7442596342676  -9
777.7517614680909  8
777.7592633019142  -22
777.7667651357374  -10
777.7742669695607  -4
777.781768803384  -5
777.7892706372072  10
777.7967724710305  28
777.8042743048538  12
777.8117761386771  -17
777.8192779725003  -17
777.8267798063237  33
777.834281640147  -2
777.8417834739702  -39
777.8492853077935  -13
777.8567871416168  26
777.8642889754401  -9
777.8717908092633  -7
777.8792926430866  13
777.8867944769099  17
777.8942963107331  4
777.9017981445564  10
777.9092999783797  -11
777.916801812203  -28
777.9243036460263  9
777.9318054798496  -13
777.9393073136729  -19
777.9468091474961  -15
777.9543109813194  10
777.9618128151427  -13
777.9693146489659  -13
777.9768164827892  3
777.9843183166125  -4
777.9918201504357  11
777.999321984259  -10
778.0068238180824  24
778.0143256519057  1
778.0218274857289  -24
778.0293293195522  -7
778.0368311533755  -34
778.0443329871987  -41
778.051834821022  -14
778.0593366548453  8
778.0668384886685  28
778.0743403224918  3
778.0818421563151  -19
778.0893439901384  10
778.0968458239616  -9
778.104347657785  23
778.1118494916083  -5
778.1193513254315  19
778.1268531592548  -5
778.1343549930781  -7
778.1418568269013  -2
778.1493586607246  -17
778.1568604945479  2
778.1643623283712  4
778.1718641621944  -6
778.1793659960177  23
778.186867829841  4
778.1943696636642  6
778.2018714974876  -13
778.2093733313109  -41
778.2168751651341  4
778.2243769989574  6
778.2318788327807  -5
778.239380666604  -10
778.2468825004272  -11
778.2543843342505  15
778.2618861680738  2
778.269388001897  -6
778.2768898357203  -10
778.2843916695437  3
778.2918935033669  17
778.2993953371902  -10
778.3068971710135  -21
778.3143990048368  19
778.32190083866  -45
778.3294026724833  1
778.3369045063066  2
778.3444063401298  39
778.3519081739531  2
778.3594100077764  13
778.3669118415996  -19
778.3744136754229  -15
778.3819155092463  26
778.3894173430696  25
778.3969191768928  12
778.4044210107161  20
778.4119228445394  -14
778.4194246783626  25
778.4269265121859  -9
778.4344283460092  -9
778.4419301798324  -9
778.4494320136557  -6
778.456933847479  -8
778.4644356813023  -8
778.4719375151255  -3
778.4794393489489  2
778.4869411827722  -27
778.4944430165954  4
778.5019448504187  -15
778.509446684242  9
778.5169485180652  -8
778.5244503518885  8
778.5319521857118  2
778.5394540195351  -1
778.5469558533583  30
778.5544576871816  -13
778.561959521005  -5
778.5694613548281  -14
778.5769631886515  -23
778.5844650224748  38
778.591966856298  -3
778.5994686901213  29
778.6069705239446  7
778.6144723577679  5
778.6219741915911  26
778.6294760254144  -17
778.6369778592377  -20
778.6444796930609  34
778.6519815268842  15
778.6594833607076  27
778.6669851945308  -12
778.6744870283541  1
778.6819888621774  2
778.6894906960007  -6
778.6969925298239  -19
778.7044943636472  -2
778.7119961974705  20
778.7194980312937  -28
778.726999865117  -14
778.7345016989403  29
778.7420035327635  -24
778.7495053665868  2
778.7570072004102  -19
778.7645090342335  -4
778.7720108680567  -9
778.77951270188  23
778.7870145357033  -1
778.7945163695265  11
778.8020182033498  11
778.8095200371731  35
778.8170218709963  4
778.8245237048196  -7
778.8320255386429  -2
778.8395273724663  6
778.8470292062894  33
778.8545310401128  14
778.8620328739361  6
778.8695347077593  21
778.8770365415826  11
778.8845383754059  -14
778.8920402092291  -3
778.8995420430524  9
778.9070438768757  8
778.914545710699  4
