Type;FSVR-7;
Version;2.23 SP1;
Date;04.Mar 25;
Mode;ANALYZER;
Center Freq;261500.000000;Hz
Freq Offset;0.000000;Hz
Span;1000.000000;Hz
x-Axis;LIN;
Start;261000.000000;Hz
Stop;262000.000000;Hz
Ref Level;-55.500000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;50.000000;dB
Rf Att;0.000000;dB
El Att;0.000000;dB
RBW;5.000000;Hz
VBW;50.000000;Hz
SWT;0.379001;s
Trace Mode;AVERAGE;
Detector;RMS;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;4001;
261000;-94.148712158203125;
261000.25;-94.184562683105469;
261000.5;-94.212028503417969;
261000.75;-94.241905212402344;
261001;-94.230178833007812;
261001.25;-94.228729248046875;
261001.5;-94.158699035644531;
261001.75;-94.091789245605469;
261002;-94.058692932128906;
261002.25;-94.048873901367188;
261002.5;-94.046455383300781;
261002.75;-94.093505859375;
261003;-94.152999877929688;
261003.25;-94.192794799804687;
261003.5;-94.276588439941406;
261003.75;-94.333770751953125;
261004;-94.419937133789063;
261004.25;-94.483863830566406;
261004.5;-94.523269653320312;
261004.75;-94.527153015136719;
261005;-94.523902893066406;
261005.25;-94.508415222167969;
261005.5;-94.522048950195313;
261005.75;-94.557907104492188;
261006;-94.629898071289063;
261006.25;-94.719627380371094;
261006.5;-94.819000244140625;
261006.75;-94.916885375976563;
261007;-94.892143249511719;
261007.25;-94.923423767089844;
261007.5;-94.956954956054688;
261007.75;-94.943450927734375;
261008;-94.9383544921875;
261008.25;-94.928817749023438;
261008.5;-94.929412841796875;
261008.75;-94.894172668457031;
261009;-94.849327087402344;
261009.25;-94.819648742675781;
261009.5;-94.800216674804688;
261009.75;-94.785675048828125;
261010;-94.790252685546875;
261010.25;-94.764129638671875;
261010.5;-94.73260498046875;
261010.75;-94.714073181152344;
261011;-94.673416137695313;
261011.25;-94.625083923339844;
261011.5;-94.616790771484375;
261011.75;-94.524955749511719;
261012;-94.479194641113281;
261012.25;-94.463615417480469;
261012.5;-94.449028015136719;
261012.75;-94.430351257324219;
261013;-94.413841247558594;
261013.25;-94.366928100585938;
261013.5;-94.346015930175781;
261013.75;-94.326957702636719;
261014;-94.315711975097656;
261014.25;-94.30450439453125;
261014.5;-94.274612426757813;
261014.75;-94.259651184082031;
261015;-94.232513427734375;
261015.25;-94.246238708496094;
261015.5;-94.317108154296875;
261015.75;-94.267990112304688;
261016;-94.230567932128906;
261016.25;-94.232879638671875;
261016.5;-94.241775512695313;
261016.75;-94.23956298828125;
261017;-94.231491088867188;
261017.25;-94.211555480957031;
261017.5;-94.203781127929688;
261017.75;-94.216712951660156;
261018;-94.264785766601563;
261018.25;-94.253997802734375;
261018.5;-94.2490234375;
261018.75;-94.194679260253906;
261019;-94.142189025878906;
261019.25;-94.124198913574219;
261019.5;-94.116607666015625;
261019.75;-94.110710144042969;
261020;-94.122383117675781;
261020.25;-94.145668029785156;
261020.5;-94.111946105957031;
261020.75;-94.087738037109375;
261021;-94.056137084960937;
261021.25;-94.068023681640625;
261021.5;-94.056411743164063;
261021.75;-94.052947998046875;
261022;-94.046745300292969;
261022.25;-94.062118530273438;
261022.5;-94.060531616210937;
261022.75;-94.086181640625;
261023;-94.092697143554688;
261023.25;-94.108055114746094;
261023.5;-94.125358581542969;
261023.75;-94.1519775390625;
261024;-94.190254211425781;
261024.25;-94.241722106933594;
261024.5;-94.230003356933594;
261024.75;-94.242904663085938;
261025;-94.223396301269531;
261025.25;-94.184539794921875;
261025.5;-94.133407592773438;
261025.75;-94.138206481933594;
261026;-94.185348510742188;
261026.25;-94.168853759765625;
261026.5;-94.180412292480469;
261026.75;-94.187637329101563;
261027;-94.217643737792969;
261027.25;-94.259788513183594;
261027.5;-94.277244567871094;
261027.75;-94.253623962402344;
261028;-94.250068664550781;
261028.25;-94.242240905761719;
261028.5;-94.244926452636719;
261028.75;-94.263984680175781;
261029;-94.261276245117187;
261029.25;-94.263069152832031;
261029.5;-94.255470275878906;
261029.75;-94.248527526855469;
261030;-94.263717651367188;
261030.25;-94.283645629882813;
261030.5;-94.294258117675781;
261030.75;-94.262474060058594;
261031;-94.238197326660156;
261031.25;-94.227340698242188;
261031.5;-94.211883544921875;
261031.75;-94.208419799804688;
261032;-94.222877502441406;
261032.25;-94.193984985351563;
261032.5;-94.157669067382813;
261032.75;-94.159744262695313;
261033;-94.173484802246094;
261033.25;-94.198043823242187;
261033.5;-94.251060485839844;
261033.75;-94.29705810546875;
261034;-94.247810363769531;
261034.25;-94.2144775390625;
261034.5;-94.24041748046875;
261034.75;-94.227714538574219;
261035;-94.202926635742187;
261035.25;-94.201629638671875;
261035.5;-94.210617065429688;
261035.75;-94.227142333984375;
261036;-94.252235412597656;
261036.25;-94.237464904785156;
261036.5;-94.275955200195312;
261036.75;-94.324188232421875;
261037;-94.413726806640625;
261037.25;-94.488868713378906;
261037.5;-94.582168579101563;
261037.75;-94.52490234375;
261038;-94.497611999511719;
261038.25;-94.466316223144531;
261038.5;-94.479133605957031;
261038.75;-94.452461242675781;
261039;-94.487899780273438;
261039.25;-94.514701843261719;
261039.5;-94.502716064453125;
261039.75;-94.479736328125;
261040;-94.444023132324219;
261040.25;-94.406509399414063;
261040.5;-94.387992858886719;
261040.75;-94.410392761230469;
261041;-94.357826232910156;
261041.25;-94.350845336914063;
261041.5;-94.354888916015625;
261041.75;-94.391098022460938;
261042;-94.38958740234375;
261042.25;-94.410964965820313;
261042.5;-94.402641296386719;
261042.75;-94.398918151855469;
261043;-94.428977966308594;
261043.25;-94.416122436523438;
261043.5;-94.434951782226562;
261043.75;-94.425559997558594;
261044;-94.404327392578125;
261044.25;-94.381668090820313;
261044.5;-94.372871398925781;
261044.75;-94.327728271484375;
261045;-94.294609069824219;
261045.25;-94.27911376953125;
261045.5;-94.253280639648437;
261045.75;-94.191009521484375;
261046;-94.150466918945313;
261046.25;-94.145591735839844;
261046.5;-94.173065185546875;
261046.75;-94.181419372558594;
261047;-94.205345153808594;
261047.25;-94.198455810546875;
261047.5;-94.210769653320313;
261047.75;-94.20123291015625;
261048;-94.231666564941406;
261048.25;-94.24652099609375;
261048.5;-94.261062622070313;
261048.75;-94.281204223632812;
261049;-94.324378967285156;
261049.25;-94.322242736816406;
261049.5;-94.354393005371094;
261049.75;-94.392623901367188;
261050;-94.396926879882813;
261050.25;-94.415664672851563;
261050.5;-94.455833435058594;
261050.75;-94.513671875;
261051;-94.579910278320312;
261051.25;-94.592559814453125;
261051.5;-94.599632263183594;
261051.75;-94.580207824707031;
261052;-94.5579833984375;
261052.25;-94.542495727539063;
261052.5;-94.496337890625;
261052.75;-94.480148315429687;
261053;-94.472122192382813;
261053.25;-94.402458190917969;
261053.5;-94.371078491210938;
261053.75;-94.316658020019531;
261054;-94.255294799804688;
261054.25;-94.23675537109375;
261054.5;-94.216209411621094;
261054.75;-94.222923278808594;
261055;-94.243026733398438;
261055.25;-94.245002746582031;
261055.5;-94.247413635253906;
261055.75;-94.254165649414063;
261056;-94.245246887207031;
261056.25;-94.205062866210938;
261056.5;-94.20745849609375;
261056.75;-94.193954467773438;
261057;-94.196189880371094;
261057.25;-94.201759338378906;
261057.5;-94.211341857910156;
261057.75;-94.213150024414063;
261058;-94.194221496582031;
261058.25;-94.183113098144531;
261058.5;-94.199241638183594;
261058.75;-94.198097229003906;
261059;-94.169189453125;
261059.25;-94.157768249511719;
261059.5;-94.177268981933594;
261059.75;-94.158668518066406;
261060;-94.191665649414063;
261060.25;-94.199783325195313;
261060.5;-94.181320190429688;
261060.75;-94.160247802734375;
261061;-94.119735717773438;
261061.25;-94.121292114257813;
261061.5;-94.129852294921875;
261061.75;-94.126564025878906;
261062;-94.107810974121094;
261062.25;-94.107185363769531;
261062.5;-94.1177978515625;
261062.75;-94.110397338867187;
261063;-94.119697570800781;
261063.25;-94.124031066894531;
261063.5;-94.156578063964844;
261063.75;-94.164779663085938;
261064;-94.148841857910156;
261064.25;-94.142807006835938;
261064.5;-94.133865356445312;
261064.75;-94.141815185546875;
261065;-94.18280029296875;
261065.25;-94.240341186523438;
261065.5;-94.274848937988281;
261065.75;-94.321159362792969;
261066;-94.362106323242188;
261066.25;-94.35345458984375;
261066.5;-94.375740051269531;
261066.75;-94.407035827636719;
261067;-94.388565063476563;
261067.25;-94.371711730957031;
261067.5;-94.379127502441406;
261067.75;-94.383811950683594;
261068;-94.39923095703125;
261068.25;-94.460639953613281;
261068.5;-94.507980346679688;
261068.75;-94.549186706542969;
261069;-94.5390625;
261069.25;-94.500602722167969;
261069.5;-94.427116394042969;
261069.75;-94.361114501953125;
261070;-94.322296142578125;
261070.25;-94.320518493652344;
261070.5;-94.34356689453125;
261070.75;-94.348312377929688;
261071;-94.378631591796875;
261071.25;-94.404388427734375;
261071.5;-94.397834777832031;
261071.75;-94.407730102539063;
261072;-94.404739379882813;
261072.25;-94.397796630859375;
261072.5;-94.377395629882813;
261072.75;-94.385383605957031;
261073;-94.422073364257813;
261073.25;-94.456787109375;
261073.5;-94.483940124511719;
261073.75;-94.53021240234375;
261074;-94.636650085449219;
261074.25;-94.697013854980469;
261074.5;-94.722511291503906;
261074.75;-94.689048767089844;
261075;-94.637351989746094;
261075.25;-94.632301330566406;
261075.5;-94.581962585449219;
261075.75;-94.509590148925781;
261076;-94.469993591308594;
261076.25;-94.431716918945313;
261076.5;-94.386878967285156;
261076.75;-94.347976684570313;
261077;-94.348747253417969;
261077.25;-94.392158508300781;
261077.5;-94.375534057617188;
261077.75;-94.376838684082031;
261078;-94.3870849609375;
261078.25;-94.3817138671875;
261078.5;-94.377189636230469;
261078.75;-94.384788513183594;
261079;-94.409172058105469;
261079.25;-94.433349609375;
261079.5;-94.418426513671875;
261079.75;-94.396522521972656;
261080;-94.374458312988281;
261080.25;-94.402572631835938;
261080.5;-94.375480651855469;
261080.75;-94.334243774414063;
261081;-94.313682556152344;
261081.25;-94.313827514648437;
261081.5;-94.330223083496094;
261081.75;-94.3304443359375;
261082;-94.322471618652344;
261082.25;-94.334396362304688;
261082.5;-94.317840576171875;
261082.75;-94.293228149414063;
261083;-94.292015075683594;
261083.25;-94.310516357421875;
261083.5;-94.348731994628906;
261083.75;-94.379661560058594;
261084;-94.330802917480469;
261084.25;-94.333152770996094;
261084.5;-94.291259765625;
261084.75;-94.264198303222656;
261085;-94.241287231445313;
261085.25;-94.221588134765625;
261085.5;-94.18927001953125;
261085.75;-94.161102294921875;
261086;-94.163589477539063;
261086.25;-94.169525146484375;
261086.5;-94.14825439453125;
261086.75;-94.14678955078125;
261087;-94.174751281738281;
261087.25;-94.184745788574219;
261087.5;-94.146652221679688;
261087.75;-94.112800598144531;
261088;-94.103416442871094;
261088.25;-94.109832763671875;
261088.5;-94.112068176269531;
261088.75;-94.111030578613281;
261089;-94.1402587890625;
261089.25;-94.159698486328125;
261089.5;-94.183425903320313;
261089.75;-94.226799011230469;
261090;-94.274749755859375;
261090.25;-94.272941589355469;
261090.5;-94.264106750488281;
261090.75;-94.275177001953125;
261091;-94.270973205566406;
261091.25;-94.258453369140625;
