ADC Channel - Charge distribution	ADC Counts - Charge distribution
629.5	1111
630.5	1108
631.5	1046
632.5	1004
633.5	913
634.5	930
635.5	875
636.5	887
637.5	814
638.5	799
639.5	745
640.5	670
641.5	648
642.5	648
643.5	584
644.5	573
645.5	570
646.5	532
647.5	487
648.5	471
649.5	446
650.5	469
651.5	448
652.5	394
653.5	401
654.5	384
655.5	374
656.5	396
657.5	391
658.5	361
659.5	327
660.5	372
661.5	365
662.5	373
663.5	330
664.5	307
665.5	366
666.5	282
667.5	309
668.5	336
669.5	309
670.5	349
671.5	300
672.5	315
673.5	304
674.5	316
675.5	302
676.5	325
677.5	294
678.5	300
679.5	312
680.5	331
681.5	277
682.5	302
683.5	324
684.5	298
685.5	311
686.5	277
687.5	276
688.5	269
689.5	258
690.5	309
691.5	288
692.5	246
693.5	280
694.5	275
695.5	274
696.5	256
697.5	250
698.5	276
699.5	293
700.5	248
701.5	245
702.5	263
703.5	264
704.5	269
705.5	267
706.5	241
707.5	261
708.5	256
709.5	242
710.5	240
711.5	270
712.5	236
713.5	254
714.5	243
715.5	226
716.5	222
717.5	210
718.5	210
719.5	221
720.5	229
721.5	253
722.5	209
723.5	235
724.5	217
725.5	232
726.5	198
727.5	226
728.5	212
729.5	203
730.5	194
731.5	187
732.5	201
733.5	210
734.5	207
735.5	194
736.5	216
737.5	204
738.5	202
739.5	176
740.5	172
741.5	189
742.5	190
743.5	163
744.5	178
745.5	164
746.5	164
747.5	189
748.5	170
749.5	175
750.5	152
751.5	158
752.5	143
753.5	151
754.5	155
755.5	143
756.5	182
757.5	161
758.5	159
759.5	147
760.5	143
761.5	162
762.5	150
763.5	154
764.5	143
765.5	148
766.5	164
767.5	156
768.5	157
769.5	174
770.5	150
771.5	167
772.5	184
773.5	158
774.5	177
775.5	177
776.5	186
777.5	145
778.5	193
779.5	205
780.5	206
781.5	229
782.5	262
783.5	231
784.5	254
785.5	271
786.5	258
787.5	266
788.5	280
789.5	271
790.5	307
791.5	319
792.5	310
793.5	404
794.5	325
795.5	381
796.5	385
797.5	362
798.5	418
799.5	415
800.5	454
801.5	433
802.5	439
803.5	447
804.5	455
805.5	471
806.5	425
807.5	505
808.5	500
809.5	463
810.5	497
811.5	486
812.5	484
813.5	508
814.5	544
815.5	520
816.5	506
817.5	502
818.5	526
819.5	494
820.5	553
821.5	485
822.5	533
823.5	530
824.5	453
825.5	494
826.5	449
827.5	470
828.5	445
829.5	473
830.5	424
831.5	447
832.5	423
833.5	425
834.5	466
835.5	390
836.5	346
837.5	387
838.5	338
839.5	340
840.5	324
841.5	316
842.5	323
843.5	270
844.5	319
845.5	298
846.5	278
847.5	259
848.5	274
849.5	246
850.5	247
851.5	217
852.5	219
853.5	218
854.5	188
855.5	195
856.5	203
857.5	200
858.5	232
859.5	199
860.5	203
861.5	216
862.5	167
863.5	180
864.5	161
865.5	175
866.5	153
867.5	172
868.5	152
869.5	169
870.5	166
871.5	139
872.5	128
873.5	145
874.5	151
875.5	136
876.5	169
877.5	148
878.5	139
879.5	146
880.5	168
881.5	175
882.5	147
883.5	123
884.5	151
885.5	135
886.5	115
887.5	145
888.5	138
889.5	132
890.5	128
891.5	140
892.5	136
893.5	137
894.5	138
895.5	137
896.5	141
897.5	122
898.5	146
899.5	134
900.5	143
901.5	120
902.5	151
903.5	156
904.5	124
905.5	124
906.5	114
907.5	146
908.5	120
909.5	127
910.5	140
911.5	106
912.5	135
913.5	111
914.5	119
915.5	111
916.5	127
917.5	118
918.5	117
919.5	99
920.5	126
921.5	101
922.5	100
923.5	117
924.5	127
925.5	101
926.5	91
927.5	106
928.5	97
929.5	106
930.5	111
931.5	111
932.5	112
933.5	101
934.5	95
935.5	109
936.5	92
937.5	102
938.5	99
939.5	79
940.5	98
941.5	94
942.5	97
943.5	93
944.5	75
945.5	87
946.5	94
947.5	100
948.5	100
949.5	74
950.5	81
951.5	93
952.5	80
953.5	90
954.5	74
955.5	76
956.5	82
957.5	78
958.5	85
959.5	81
960.5	65
961.5	86
962.5	83
963.5	81
964.5	74
965.5	69
966.5	62
967.5	75
968.5	82
969.5	86
970.5	75
971.5	78
972.5	72
973.5	72
974.5	94
975.5	80
976.5	88
977.5	95
978.5	83
979.5	85
980.5	85
981.5	94
982.5	85
983.5	112
984.5	94
985.5	81
986.5	119
987.5	102
988.5	123
989.5	115
990.5	127
991.5	113
992.5	105
993.5	110
994.5	126
995.5	113
996.5	132
997.5	115
998.5	139
999.5	120
1000.5	125
1001.5	138
1002.5	115
1003.5	144
1004.5	142
1005.5	125
1006.5	134
1007.5	118
1008.5	161
1009.5	119
1010.5	135
1011.5	149
1012.5	154
1013.5	139
1014.5	154
1015.5	146
1016.5	161
1017.5	147
1018.5	162
1019.5	159
1020.5	159
1021.5	146
1022.5	141
1023.5	179
1024.5	148
1025.5	125
1026.5	158
1027.5	162
1028.5	148
1029.5	153
1030.5	137
1031.5	147
1032.5	158
1033.5	126
1034.5	141
1035.5	121
1036.5	153
1037.5	123
1038.5	131
1039.5	127
1040.5	116
1041.5	126
1042.5	129
1043.5	103
1044.5	138
1045.5	98
1046.5	118
1047.5	109
1048.5	126
1049.5	110
1050.5	84
1051.5	106
1052.5	70
1053.5	109
1054.5	116
1055.5	84
1056.5	90
1057.5	101
1058.5	89
1059.5	73
1060.5	83
1061.5	103
1062.5	75
1063.5	71
1064.5	72
1065.5	70
1066.5	65
1067.5	61
1068.5	62
1069.5	70
1070.5	78
1071.5	59
1072.5	71
1073.5	78
1074.5	71
1075.5	63
1076.5	71
1077.5	62
1078.5	51
1079.5	59
1080.5	66
1081.5	64
1082.5	61
1083.5	71
1084.5	66
1085.5	73
1086.5	64
1087.5	53
1088.5	66
1089.5	58
1090.5	54
1091.5	65
1092.5	54
1093.5	52
1094.5	69
1095.5	60
1096.5	59
1097.5	52
1098.5	70
1099.5	36
1100.5	52
1101.5	50
1102.5	70
1103.5	63
1104.5	50
1105.5	47
1106.5	57
1107.5	53
1108.5	54
1109.5	63
1110.5	66
1111.5	56
1112.5	46
1113.5	58
1114.5	54
1115.5	50
1116.5	49
1117.5	53
1118.5	43
1119.5	59
1120.5	47
1121.5	47
1122.5	50
1123.5	47
1124.5	51
1125.5	32
1126.5	42
1127.5	46
1128.5	44
1129.5	61
1130.5	49
1131.5	37
1132.5	39
1133.5	36
1134.5	48
1135.5	49
1136.5	42
1137.5	47
1138.5	38
1139.5	43
1140.5	33
1141.5	37
1142.5	45
1143.5	35
1144.5	46
1145.5	40
1146.5	32
1147.5	42
1148.5	46
1149.5	29
1150.5	38
1151.5	27
1152.5	40
1153.5	30
1154.5	35
1155.5	38
1156.5	31
1157.5	42
1158.5	31
1159.5	33
1160.5	24
1161.5	34
1162.5	31
1163.5	38
1164.5	38
1165.5	32
1166.5	38
1167.5	37
1168.5	30
1169.5	41
1170.5	38
1171.5	34
1172.5	32
1173.5	42
1174.5	29
1175.5	38
1176.5	37
1177.5	32
1178.5	38
1179.5	27
1180.5	39
1181.5	34
1182.5	40
1183.5	37
1184.5	42
1185.5	31
1186.5	38
1187.5	43
1188.5	32
1189.5	35
1190.5	36
1191.5	33
1192.5	38
1193.5	51
1194.5	29
1195.5	28
1196.5	29
1197.5	39
1198.5	45
1199.5	51
1200.5	38
1201.5	34
1202.5	46
1203.5	49
1204.5	49
1205.5	46
1206.5	37
1207.5	41
1208.5	60
1209.5	48
1210.5	42
1211.5	45
1212.5	46
1213.5	47
1214.5	39
1215.5	55
1216.5	61
1217.5	48
1218.5	47
1219.5	44
1220.5	33
1221.5	52
1222.5	55
1223.5	44
1224.5	49
1225.5	47
1226.5	42
1227.5	60
1228.5	49
1229.5	48
1230.5	53
1231.5	45
1232.5	45
1233.5	42
1234.5	40
1235.5	42
1236.5	35
1237.5	35
1238.5	40
1239.5	44
1240.5	35
1241.5	42
1242.5	49
1243.5	47
1244.5	39
1245.5	50
1246.5	44
1247.5	43
1248.5	33
1249.5	34
1250.5	34
1251.5	33
1252.5	37
1253.5	40
1254.5	38
1255.5	34
1256.5	35
1257.5	31
1258.5	32
1259.5	29
1260.5	34
1261.5	28
1262.5	37
1263.5	19
1264.5	24
1265.5	26
1266.5	29
1267.5	23
1268.5	31
1269.5	22
1270.5	26
1271.5	29
1272.5	22
1273.5	16
1274.5	21
1275.5	27
1276.5	25
1277.5	31
1278.5	19
1279.5	24
1280.5	20
1281.5	27
1282.5	15
1283.5	22
1284.5	30
1285.5	25
1286.5	19
1287.5	21
1288.5	23
1289.5	27
1290.5	26
1291.5	14
1292.5	16
1293.5	29
1294.5	19
1295.5	13
1296.5	24
1297.5	16
1298.5	15
1299.5	16
1300.5	17
1301.5	23
1302.5	26
1303.5	25
1304.5	18
1305.5	14
1306.5	19
1307.5	19
1308.5	33
1309.5	19
1310.5	19
1311.5	25
1312.5	22
1313.5	17
1314.5	20
1315.5	19
1316.5	14
1317.5	18
1318.5	16
1319.5	18
1320.5	20
1321.5	14
1322.5	18
1323.5	20
1324.5	12
1325.5	30
1326.5	12
1327.5	12
1328.5	18
1329.5	19
1330.5	17
1331.5	19
1332.5	9
1333.5	14
1334.5	17
1335.5	15
1336.5	10
1337.5	18
1338.5	8
1339.5	16
1340.5	21
1341.5	20
1342.5	15
1343.5	13
1344.5	16
1345.5	16
1346.5	13
1347.5	13
1348.5	17
1349.5	27
1350.5	8
1351.5	20
1352.5	21
1353.5	19
1354.5	11
1355.5	15
1356.5	15
1357.5	20
1358.5	16
1359.5	10
1360.5	12
1361.5	12
1362.5	15
1363.5	7
1364.5	15
1365.5	12
1366.5	19
1367.5	13
1368.5	14
1369.5	12
1370.5	11
1371.5	14
1372.5	9
1373.5	11
1374.5	13
1375.5	10
1376.5	11
1377.5	10
1378.5	9
1379.5	14
1380.5	10
1381.5	10
1382.5	10
1383.5	17
1384.5	13
1385.5	13
1386.5	16
1387.5	19
1388.5	11
1389.5	10
1390.5	9
1391.5	12
1392.5	10
1393.5	9
1394.5	6
1395.5	13
1396.5	15
1397.5	10
1398.5	12
1399.5	13
1400.5	10
1401.5	9
1402.5	12
1403.5	14
1404.5	12
1405.5	13
1406.5	16
1407.5	11
1408.5	10
1409.5	18
1410.5	17
1411.5	14
1412.5	17
1413.5	9
1414.5	14
1415.5	13
1416.5	14
1417.5	18
1418.5	17
1419.5	11
1420.5	9
1421.5	14
1422.5	18
1423.5	10
1424.5	12
1425.5	14
1426.5	9
1427.5	10
1428.5	11
1429.5	11
1430.5	18
1431.5	14
1432.5	11
1433.5	13
1434.5	12
1435.5	16
1436.5	8
1437.5	15
1438.5	13
1439.5	12
1440.5	13
1441.5	12
1442.5	10
1443.5	9
1444.5	11
1445.5	13
1446.5	15
1447.5	13
1448.5	14
1449.5	8
1450.5	13
1451.5	13
1452.5	18
1453.5	11
1454.5	10
1455.5	12
1456.5	11
1457.5	10
1458.5	12
1459.5	16
1460.5	11
1461.5	8
1462.5	12
1463.5	8
1464.5	6
1465.5	8
1466.5	10
1467.5	9
1468.5	8
1469.5	15
1470.5	9
1471.5	8
1472.5	10
1473.5	12
1474.5	11
1475.5	11
1476.5	8
1477.5	11
1478.5	9
1479.5	12
1480.5	6
1481.5	2
1482.5	9
1483.5	5
1484.5	6
1485.5	12
1486.5	6
1487.5	8
1488.5	13
1489.5	7
1490.5	0
1491.5	8
1492.5	12
1493.5	6
1494.5	11
1495.5	4
1496.5	4
1497.5	4
1498.5	7
1499.5	8
1500.5	5
1501.5	7
1502.5	4
1503.5	4
1504.5	6
1505.5	6
1506.5	9
1507.5	5
1508.5	7
1509.5	6
1510.5	6
1511.5	6
1512.5	3
1513.5	6
1514.5	8
1515.5	6
1516.5	2
1517.5	6
1518.5	9
1519.5	4
1520.5	7
1521.5	5
1522.5	6
1523.5	2
1524.5	7
1525.5	5
1526.5	7
1527.5	6
1528.5	9
1529.5	6
1530.5	7
1531.5	7
1532.5	3
1533.5	5
1534.5	12
1535.5	8
1536.5	2
1537.5	3
1538.5	4
1539.5	7
1540.5	3
1541.5	12
1542.5	4
1543.5	4
1544.5	6
1545.5	1
1546.5	2
1547.5	0
1548.5	7
1549.5	5
1550.5	2
1551.5	2
1552.5	2
1553.5	4
1554.5	5
1555.5	8
1556.5	6
1557.5	5
1558.5	3
1559.5	4
1560.5	3
1561.5	6
1562.5	5
1563.5	4
1564.5	3
1565.5	4
1566.5	4
1567.5	1
1568.5	5
1569.5	6
1570.5	2
1571.5	0
1572.5	2
1573.5	8
1574.5	4
1575.5	1
1576.5	3
1577.5	8
1578.5	3
1579.5	4
1580.5	9
1581.5	3
1582.5	7
1583.5	1
1584.5	0
1585.5	3
1586.5	3
1587.5	6
1588.5	4
1589.5	4
1590.5	4
1591.5	5
1592.5	6
1593.5	3
1594.5	4
1595.5	5
1596.5	4
1597.5	5
1598.5	5
1599.5	2
1600.5	2
1601.5	1
1602.5	0
1603.5	6
1604.5	2
1605.5	4
1606.5	6
1607.5	1
1608.5	4
1609.5	4
1610.5	4
1611.5	2
1612.5	3
1613.5	4
1614.5	2
1615.5	7
1616.5	4
1617.5	6
1618.5	4
1619.5	3
1620.5	5
1621.5	3
1622.5	3
1623.5	1
1624.5	0
1625.5	8
1626.5	4
1627.5	2
1628.5	1
1629.5	7
1630.5	9
1631.5	2
1632.5	4
1633.5	4
1634.5	4
1635.5	4
1636.5	4
1637.5	3
1638.5	1
1639.5	5
1640.5	0
1641.5	5
1642.5	3
1643.5	1
1644.5	7
1645.5	3
1646.5	2
1647.5	2
1648.5	4
1649.5	4
1650.5	7
1651.5	5
1652.5	3
1653.5	2
1654.5	4
1655.5	1
1656.5	4
1657.5	6
1658.5	5
1659.5	2
1660.5	3
1661.5	4
1662.5	5
1663.5	3
1664.5	4
1665.5	2
1666.5	2
1667.5	3
1668.5	0
1669.5	2
1670.5	3
1671.5	3
1672.5	3
1673.5	0
1674.5	5
1675.5	4
1676.5	4
1677.5	3
1678.5	1
1679.5	4
1680.5	1
1681.5	1
1682.5	5
1683.5	2
1684.5	1
1685.5	2
1686.5	3
1687.5	0
1688.5	3
1689.5	2
1690.5	3
1691.5	3
1692.5	0
1693.5	1
1694.5	2
1695.5	5
1696.5	5
1697.5	1
1698.5	2
1699.5	3
1700.5	1
1701.5	1
1702.5	0
1703.5	3
1704.5	0
1705.5	2
1706.5	3
1707.5	3
1708.5	2
1709.5	3
1710.5	2
1711.5	2
1712.5	8
1713.5	4
1714.5	2
1715.5	4
1716.5	0
1717.5	2
1718.5	0
1719.5	4
1720.5	0
1721.5	2
1722.5	3
1723.5	4
1724.5	1
1725.5	1
1726.5	1
1727.5	2
1728.5	1
1729.5	0
1730.5	2
1731.5	1
1732.5	0
1733.5	1
1734.5	1
1735.5	2
1736.5	2
1737.5	1
1738.5	0
1739.5	2
1740.5	0
1741.5	2
1742.5	0
1743.5	2
1744.5	2
1745.5	2
1746.5	1
1747.5	0
1748.5	0
1749.5	1
1750.5	2
1751.5	3
1752.5	1
1753.5	0
1754.5	0
1755.5	4
1756.5	1
1757.5	2
1758.5	4
1759.5	1
1760.5	0
1761.5	1
1762.5	1
1763.5	0
1764.5	1
1765.5	0
1766.5	0
1767.5	0
1768.5	3
1769.5	1
1770.5	1
1771.5	2
1772.5	0
1773.5	2
1774.5	1
1775.5	2
1776.5	2
1777.5	2
1778.5	1
1779.5	0
1780.5	0
1781.5	0
1782.5	2
1783.5	1
1784.5	1
1785.5	0
1786.5	2
1787.5	2
1788.5	1
1789.5	0
1790.5	2
1791.5	0
1792.5	1
1793.5	1
1794.5	2
1795.5	0
1796.5	3
1797.5	2
1798.5	1
1799.5	1
1800.5	0
1801.5	1
1802.5	1
1803.5	1
1804.5	2
1805.5	3
1806.5	2
1807.5	0
1808.5	0
1809.5	0
1810.5	0
1811.5	2
1812.5	0
1813.5	1
1814.5	0
1815.5	1
1816.5	1
1817.5	4
1818.5	3
1819.5	0
1820.5	1
1821.5	1
1822.5	0
1823.5	0
1824.5	1
1825.5	1
1826.5	0
1827.5	0
1828.5	1
1829.5	1
1830.5	1
1831.5	1
1832.5	0
1833.5	2
1834.5	2
1835.5	0
1836.5	0
1837.5	0
1838.5	1
1839.5	0
1840.5	4
1841.5	1
1842.5	1
1843.5	1
1844.5	1
1845.5	2
1846.5	0
1847.5	1
1848.5	1
1849.5	2
1850.5	1
1851.5	1
1852.5	0
1853.5	1
1854.5	0
1855.5	5
1856.5	1
1857.5	2
1858.5	0
1859.5	2
1860.5	0
1861.5	1
1862.5	2
1863.5	0
1864.5	3
1865.5	1
1866.5	0
1867.5	0
1868.5	0
1869.5	0
1870.5	0
1871.5	2
1872.5	0
1873.5	0
1874.5	3
1875.5	1
1876.5	0
1877.5	0
1878.5	0
1879.5	2
1880.5	1
1881.5	0
1882.5	1
1883.5	1
1884.5	0
1885.5	2
1886.5	0
1887.5	2
1888.5	1
1889.5	1
1890.5	2
1891.5	0
1892.5	3
1893.5	0
1894.5	1
1895.5	0
1896.5	0
1897.5	4
1898.5	0
1899.5	0
1900.5	1
1901.5	0
1902.5	0
1903.5	1
1904.5	1
1905.5	0
1906.5	0
1907.5	2
1908.5	1
1909.5	0
1910.5	0
1911.5	0
1912.5	0
1913.5	2
1914.5	0
1915.5	0
1916.5	1
1917.5	0
1918.5	0
1919.5	0
1920.5	1
1921.5	0
1922.5	0
1923.5	0
1924.5	0
1925.5	1
1926.5	0
1927.5	0
1928.5	1
1929.5	2
1930.5	0
1931.5	1
1932.5	1
1933.5	0
1934.5	0
1935.5	1
1936.5	0
1937.5	0
1938.5	0
1939.5	0
1940.5	1
1941.5	0
1942.5	0
1943.5	0
1944.5	0
1945.5	0
1946.5	0
1947.5	2
1948.5	0
1949.5	0
1950.5	0
1951.5	1
1952.5	0
1953.5	1
1954.5	0
1955.5	0
1956.5	0
1957.5	1
1958.5	0
1959.5	0
1960.5	0
1961.5	0
1962.5	0
1963.5	0
1964.5	2
1965.5	0
1966.5	0
1967.5	0
1968.5	0
1969.5	0
1970.5	0
1971.5	1
1972.5	0
1973.5	1
1974.5	0
1975.5	0
1976.5	0
1977.5	0
1978.5	0
1979.5	0
1980.5	0
1981.5	1
1982.5	0
1983.5	0
1984.5	0
1985.5	0
1986.5	0
1987.5	0
1988.5	0
1989.5	0
1990.5	0
1991.5	0
1992.5	0
1993.5	1
1994.5	0
1995.5	0
1996.5	0
1997.5	0
1998.5	0
1999.5	1
2000.5	0
2001.5	0
