ADC Channel - Charge distribution	ADC Counts - Charge distribution
629.5	271
630.5	280
631.5	312
632.5	303
633.5	320
634.5	313
635.5	319
636.5	352
637.5	341
638.5	365
639.5	377
640.5	424
641.5	471
642.5	434
643.5	455
644.5	464
645.5	486
646.5	525
647.5	511
648.5	540
649.5	495
650.5	518
651.5	530
652.5	602
653.5	540
654.5	530
655.5	553
656.5	558
657.5	577
658.5	518
659.5	555
660.5	535
661.5	511
662.5	590
663.5	541
664.5	540
665.5	524
666.5	522
667.5	521
668.5	491
669.5	492
670.5	473
671.5	455
672.5	465
673.5	406
674.5	432
675.5	394
676.5	390
677.5	358
678.5	322
679.5	330
680.5	345
681.5	301
682.5	294
683.5	286
684.5	258
685.5	244
686.5	234
687.5	221
688.5	217
689.5	218
690.5	199
691.5	205
692.5	180
693.5	170
694.5	176
695.5	161
696.5	142
697.5	142
698.5	151
699.5	145
700.5	115
701.5	117
702.5	123
703.5	107
704.5	158
705.5	118
706.5	132
707.5	131
708.5	112
709.5	119
710.5	112
711.5	106
712.5	97
713.5	106
714.5	127
715.5	112
716.5	106
717.5	105
718.5	121
719.5	107
720.5	113
721.5	91
722.5	124
723.5	110
724.5	85
725.5	86
726.5	77
727.5	94
728.5	101
729.5	96
730.5	94
731.5	93
732.5	85
733.5	83
734.5	64
735.5	90
736.5	85
737.5	83
738.5	89
739.5	79
740.5	79
741.5	83
742.5	82
743.5	79
744.5	87
745.5	72
746.5	73
747.5	69
748.5	63
749.5	70
750.5	75
751.5	83
752.5	78
753.5	52
754.5	79
755.5	56
756.5	54
757.5	68
758.5	67
759.5	67
760.5	77
761.5	76
762.5	68
763.5	65
764.5	78
765.5	52
766.5	74
767.5	52
768.5	47
769.5	62
770.5	81
771.5	57
772.5	51
773.5	60
774.5	66
775.5	54
776.5	68
777.5	52
778.5	56
779.5	60
780.5	71
781.5	62
782.5	51
783.5	88
784.5	85
785.5	81
786.5	68
787.5	81
788.5	85
789.5	78
790.5	79
791.5	96
792.5	87
793.5	95
794.5	101
795.5	106
796.5	89
797.5	103
798.5	113
799.5	108
800.5	127
801.5	131
802.5	122
803.5	113
804.5	141
805.5	134
806.5	147
807.5	141
808.5	121
809.5	126
810.5	152
811.5	143
812.5	131
813.5	143
814.5	145
815.5	142
816.5	156
817.5	153
818.5	156
819.5	142
820.5	151
821.5	143
822.5	157
823.5	134
824.5	125
825.5	152
826.5	141
827.5	163
828.5	140
829.5	146
830.5	165
831.5	116
832.5	139
833.5	126
834.5	141
835.5	132
836.5	128
837.5	128
838.5	120
839.5	115
840.5	116
841.5	115
842.5	101
843.5	114
844.5	106
845.5	111
846.5	112
847.5	89
848.5	98
849.5	75
850.5	78
851.5	84
852.5	82
853.5	76
854.5	64
855.5	69
856.5	73
857.5	64
858.5	80
859.5	71
860.5	61
861.5	59
862.5	57
863.5	68
864.5	67
865.5	51
866.5	60
867.5	40
868.5	34
869.5	52
870.5	44
871.5	45
872.5	38
873.5	43
874.5	32
875.5	38
876.5	49
877.5	39
878.5	37
879.5	39
880.5	46
881.5	40
882.5	44
883.5	32
884.5	39
885.5	32
886.5	53
887.5	27
888.5	23
889.5	34
890.5	33
891.5	39
892.5	42
893.5	34
894.5	36
895.5	38
896.5	27
897.5	29
898.5	32
899.5	38
900.5	21
901.5	37
902.5	43
903.5	22
904.5	46
905.5	28
906.5	32
907.5	32
908.5	21
909.5	20
910.5	21
911.5	20
912.5	32
913.5	31
914.5	20
915.5	31
916.5	24
917.5	28
918.5	32
919.5	15
920.5	25
921.5	24
922.5	25
923.5	22
924.5	26
925.5	25
926.5	24
927.5	16
928.5	24
929.5	27
930.5	31
931.5	29
932.5	16
933.5	32
934.5	16
935.5	32
936.5	18
937.5	26
938.5	19
939.5	14
940.5	23
941.5	21
942.5	23
943.5	20
944.5	15
945.5	21
946.5	18
947.5	21
948.5	30
949.5	33
950.5	29
951.5	19
952.5	20
953.5	23
954.5	23
955.5	35
956.5	20
957.5	26
958.5	30
959.5	28
960.5	30
961.5	32
962.5	31
963.5	31
964.5	35
965.5	40
966.5	36
967.5	38
968.5	31
969.5	32
970.5	33
971.5	35
972.5	32
973.5	40
974.5	24
975.5	39
976.5	31
977.5	46
978.5	39
979.5	37
980.5	39
981.5	37
982.5	32
983.5	36
984.5	36
985.5	32
986.5	44
987.5	37
988.5	36
989.5	50
990.5	40
991.5	41
992.5	29
993.5	40
994.5	26
995.5	48
996.5	37
997.5	28
998.5	42
999.5	36
1000.5	32
1001.5	34
1002.5	33
1003.5	35
1004.5	28
1005.5	31
1006.5	25
1007.5	28
1008.5	26
1009.5	34
1010.5	26
1011.5	20
1012.5	17
1013.5	23
1014.5	18
1015.5	19
1016.5	29
1017.5	25
1018.5	19
1019.5	18
1020.5	21
1021.5	14
1022.5	12
1023.5	14
1024.5	12
1025.5	11
1026.5	16
1027.5	10
1028.5	18
1029.5	12
1030.5	14
1031.5	15
1032.5	14
1033.5	13
1034.5	21
1035.5	9
1036.5	12
1037.5	13
1038.5	10
1039.5	16
1040.5	17
1041.5	8
1042.5	14
1043.5	14
1044.5	8
1045.5	14
1046.5	10
1047.5	10
1048.5	15
1049.5	12
1050.5	11
1051.5	11
1052.5	10
1053.5	11
1054.5	10
1055.5	10
1056.5	14
1057.5	9
1058.5	11
1059.5	13
1060.5	16
1061.5	8
1062.5	7
1063.5	8
1064.5	8
1065.5	5
1066.5	13
1067.5	10
1068.5	8
1069.5	5
1070.5	11
1071.5	11
1072.5	13
1073.5	8
1074.5	4
1075.5	9
1076.5	7
1077.5	7
1078.5	10
1079.5	10
1080.5	9
1081.5	13
1082.5	12
1083.5	8
1084.5	7
1085.5	8
1086.5	4
1087.5	7
1088.5	5
1089.5	5
1090.5	6
1091.5	11
1092.5	11
1093.5	7
1094.5	10
1095.5	6
1096.5	5
1097.5	7
1098.5	7
1099.5	9
1100.5	4
1101.5	10
1102.5	8
1103.5	3
1104.5	6
1105.5	4
1106.5	6
1107.5	8
1108.5	6
1109.5	9
1110.5	7
1111.5	5
1112.5	6
1113.5	6
1114.5	5
1115.5	10
1116.5	4
1117.5	4
1118.5	5
1119.5	8
1120.5	4
1121.5	7
1122.5	6
1123.5	17
1124.5	6
1125.5	9
1126.5	8
1127.5	8
1128.5	9
1129.5	12
1130.5	4
1131.5	9
1132.5	5
1133.5	7
1134.5	3
1135.5	7
1136.5	12
1137.5	6
1138.5	8
1139.5	14
1140.5	7
1141.5	13
1142.5	8
1143.5	11
1144.5	4
1145.5	3
1146.5	8
1147.5	9
1148.5	7
1149.5	8
1150.5	7
1151.5	6
1152.5	10
1153.5	9
1154.5	6
1155.5	8
1156.5	12
1157.5	5
1158.5	11
1159.5	7
1160.5	7
1161.5	4
1162.5	6
1163.5	4
1164.5	5
1165.5	7
1166.5	9
1167.5	7
1168.5	1
1169.5	11
1170.5	7
1171.5	6
1172.5	15
1173.5	7
1174.5	3
1175.5	8
1176.5	10
1177.5	6
1178.5	6
1179.5	6
1180.5	5
1181.5	8
1182.5	5
1183.5	8
1184.5	5
1185.5	3
1186.5	6
1187.5	4
1188.5	7
1189.5	9
1190.5	5
1191.5	4
1192.5	6
1193.5	5
1194.5	4
1195.5	8
1196.5	4
1197.5	2
1198.5	2
1199.5	3
1200.5	3
1201.5	2
1202.5	1
1203.5	2
1204.5	4
1205.5	4
1206.5	4
1207.5	2
1208.5	4
1209.5	4
1210.5	1
1211.5	4
1212.5	3
1213.5	4
1214.5	3
1215.5	1
1216.5	3
1217.5	2
1218.5	5
1219.5	2
1220.5	6
1221.5	3
1222.5	5
1223.5	3
1224.5	4
1225.5	3
1226.5	2
1227.5	3
1228.5	5
1229.5	4
1230.5	5
1231.5	1
1232.5	2
1233.5	3
1234.5	3
1235.5	3
1236.5	1
1237.5	3
1238.5	0
1239.5	1
1240.5	1
1241.5	2
1242.5	2
1243.5	2
1244.5	6
1245.5	1
1246.5	4
1247.5	2
1248.5	2
1249.5	0
1250.5	3
1251.5	1
1252.5	3
1253.5	3
1254.5	1
1255.5	2
1256.5	1
1257.5	3
1258.5	1
1259.5	2
1260.5	2
1261.5	1
1262.5	2
1263.5	4
1264.5	0
1265.5	2
1266.5	1
1267.5	2
1268.5	3
1269.5	1
1270.5	2
1271.5	1
1272.5	4
1273.5	1
1274.5	1
1275.5	3
1276.5	2
1277.5	2
1278.5	2
1279.5	4
1280.5	0
1281.5	1
1282.5	1
1283.5	3
1284.5	2
1285.5	0
1286.5	1
1287.5	3
1288.5	1
1289.5	2
1290.5	1
1291.5	1
1292.5	1
1293.5	2
1294.5	3
1295.5	2
1296.5	0
1297.5	3
1298.5	2
1299.5	4
1300.5	2
1301.5	1
1302.5	4
1303.5	2
1304.5	3
1305.5	2
1306.5	3
1307.5	3
1308.5	6
1309.5	2
1310.5	1
1311.5	4
1312.5	2
1313.5	0
1314.5	1
1315.5	0
1316.5	0
1317.5	0
1318.5	3
1319.5	3
1320.5	0
1321.5	0
1322.5	1
1323.5	1
1324.5	2
1325.5	3
1326.5	1
1327.5	2
1328.5	0
1329.5	4
1330.5	6
1331.5	2
1332.5	1
1333.5	2
1334.5	0
1335.5	3
1336.5	2
1337.5	1
1338.5	0
1339.5	2
1340.5	1
1341.5	3
1342.5	1
1343.5	0
1344.5	2
1345.5	0
1346.5	5
1347.5	0
1348.5	0
1349.5	0
1350.5	1
1351.5	0
1352.5	0
1353.5	0
1354.5	1
1355.5	0
1356.5	0
1357.5	2
1358.5	0
1359.5	0
1360.5	1
1361.5	1
1362.5	1
1363.5	2
1364.5	0
1365.5	0
1366.5	1
1367.5	1
1368.5	2
1369.5	0
1370.5	1
1371.5	0
1372.5	2
1373.5	0
1374.5	1
1375.5	1
1376.5	0
1377.5	1
1378.5	1
1379.5	0
1380.5	1
1381.5	0
1382.5	1
1383.5	0
1384.5	3
1385.5	0
1386.5	2
1387.5	1
1388.5	0
1389.5	0
1390.5	2
1391.5	1
1392.5	1
1393.5	0
1394.5	1
1395.5	0
1396.5	1
1397.5	1
1398.5	0
1399.5	0
1400.5	0
1401.5	0
1402.5	1
1403.5	1
1404.5	0
1405.5	1
1406.5	1
1407.5	1
1408.5	0
1409.5	1
1410.5	0
1411.5	1
1412.5	1
1413.5	0
1414.5	1
1415.5	0
1416.5	1
1417.5	2
1418.5	1
1419.5	0
1420.5	2
1421.5	1
1422.5	3
1423.5	0
1424.5	1
1425.5	0
1426.5	0
1427.5	0
1428.5	0
1429.5	0
1430.5	0
1431.5	0
1432.5	0
1433.5	0
1434.5	0
1435.5	0
1436.5	0
1437.5	0
1438.5	0
1439.5	0
1440.5	0
1441.5	0
1442.5	0
1443.5	1
1444.5	1
1445.5	0
1446.5	0
1447.5	1
1448.5	0
1449.5	0
1450.5	0
1451.5	1
1452.5	0
1453.5	1
1454.5	1
1455.5	1
1456.5	1
1457.5	0
1458.5	0
1459.5	0
1460.5	1
1461.5	0
1462.5	1
1463.5	2
1464.5	0
1465.5	0
1466.5	1
1467.5	0
1468.5	0
1469.5	0
1470.5	0
1471.5	2
1472.5	1
1473.5	0
1474.5	0
1475.5	0
1476.5	1
1477.5	0
1478.5	0
1479.5	1
1480.5	0
1481.5	0
1482.5	1
1483.5	1
1484.5	0
1485.5	0
1486.5	1
1487.5	1
1488.5	0
1489.5	0
1490.5	0
1491.5	1
1492.5	0
1493.5	0
1494.5	1
1495.5	0
1496.5	0
1497.5	0
1498.5	0
1499.5	0
1500.5	0
1501.5	1
1502.5	0
1503.5	0
1504.5	0
1505.5	1
1506.5	0
1507.5	2
1508.5	0
1509.5	0
1510.5	0
1511.5	0
1512.5	0
1513.5	1
1514.5	0
1515.5	1
1516.5	1
1517.5	0
1518.5	0
1519.5	0
1520.5	0
1521.5	0
1522.5	0
1523.5	0
1524.5	0
1525.5	0
1526.5	1
1527.5	1
1528.5	0
1529.5	0
1530.5	0
1531.5	0
1532.5	0
1533.5	0
1534.5	1
1535.5	0
1536.5	0
1537.5	0
1538.5	1
1539.5	0
1540.5	0
1541.5	0
1542.5	0
1543.5	0
1544.5	0
1545.5	1
1546.5	0
1547.5	0
1548.5	0
1549.5	0
1550.5	0
1551.5	0
1552.5	0
1553.5	0
1554.5	0
1555.5	0
1556.5	0
1557.5	0
1558.5	0
1559.5	0
1560.5	0
1561.5	0
1562.5	0
1563.5	0
1564.5	0
1565.5	1
1566.5	0
1567.5	0
1568.5	0
1569.5	0
1570.5	0
1571.5	0
1572.5	0
1573.5	0
1574.5	1
1575.5	0
1576.5	0
1577.5	0
1578.5	0
1579.5	0
1580.5	0
1581.5	0
1582.5	0
1583.5	0
1584.5	0
1585.5	0
1586.5	0
1587.5	0
1588.5	0
1589.5	1
1590.5	0
1591.5	0
1592.5	0
1593.5	0
1594.5	0
1595.5	0
1596.5	0
1597.5	0
1598.5	0
1599.5	0
1600.5	0
1601.5	0
1602.5	0
1603.5	0
1604.5	0
1605.5	0
1606.5	0
1607.5	0
1608.5	0
1609.5	0
1610.5	0
1611.5	0
1612.5	0
1613.5	1
1614.5	0
1615.5	0
1616.5	0
1617.5	0
1618.5	0
1619.5	1
1620.5	0
1621.5	0
1622.5	0
1623.5	0
1624.5	0
1625.5	0
1626.5	1
1627.5	0
1628.5	0
1629.5	0
1630.5	1
1631.5	0
1632.5	0
1633.5	0
1634.5	0
1635.5	0
1636.5	1
1637.5	0
1638.5	0
1639.5	0
1640.5	0
1641.5	0
1642.5	0
1643.5	0
1644.5	0
1645.5	0
1646.5	0
1647.5	0
1648.5	0
1649.5	0
1650.5	0
1651.5	0
1652.5	0
1653.5	0
1654.5	0
1655.5	0
1656.5	0
1657.5	0
1658.5	0
1659.5	0
1660.5	0
1661.5	0
1662.5	0
1663.5	0
1664.5	0
1665.5	0
1666.5	0
1667.5	0
1668.5	0
1669.5	0
1670.5	0
1671.5	0
1672.5	0
1673.5	0
1674.5	0
1675.5	0
1676.5	0
1677.5	0
1678.5	0
1679.5	0
1680.5	0
1681.5	0
1682.5	0
1683.5	1
1684.5	0
1685.5	0
1686.5	0
1687.5	0
1688.5	0
1689.5	0
1690.5	0
1691.5	0
1692.5	0
1693.5	0
1694.5	0
1695.5	0
1696.5	0
1697.5	0
1698.5	0
1699.5	0
1700.5	0
1701.5	0
1702.5	0
1703.5	0
1704.5	0
1705.5	0
1706.5	0
1707.5	0
1708.5	0
1709.5	0
1710.5	0
1711.5	0
1712.5	0
1713.5	0
1714.5	0
1715.5	0
1716.5	0
1717.5	0
1718.5	0
1719.5	0
1720.5	0
1721.5	0
1722.5	0
1723.5	0
1724.5	0
1725.5	0
1726.5	0
1727.5	0
1728.5	0
1729.5	0
1730.5	0
1731.5	0
1732.5	0
1733.5	0
1734.5	0
1735.5	0
1736.5	0
1737.5	0
1738.5	0
1739.5	0
1740.5	0
1741.5	0
1742.5	0
1743.5	0
1744.5	0
1745.5	0
1746.5	0
1747.5	0
1748.5	0
1749.5	0
1750.5	0
1751.5	0
1752.5	0
1753.5	0
1754.5	0
1755.5	0
1756.5	0
1757.5	0
1758.5	1
1759.5	0
1760.5	0
1761.5	0
1762.5	0
1763.5	0
1764.5	0
1765.5	0
1766.5	0
1767.5	0
1768.5	0
1769.5	0
1770.5	0
1771.5	0
1772.5	0
1773.5	0
1774.5	0
1775.5	0
1776.5	0
1777.5	0
1778.5	0
1779.5	0
1780.5	0
1781.5	0
1782.5	0
1783.5	0
1784.5	0
1785.5	0
1786.5	0
1787.5	0
1788.5	0
1789.5	0
1790.5	0
1791.5	1
1792.5	0
1793.5	0
1794.5	0
1795.5	0
1796.5	0
1797.5	0
1798.5	0
1799.5	0
1800.5	0
1801.5	0
1802.5	0
1803.5	0
1804.5	0
1805.5	0
1806.5	0
1807.5	0
1808.5	0
1809.5	0
1810.5	0
1811.5	0
1812.5	0
1813.5	0
1814.5	0
1815.5	0
1816.5	0
1817.5	0
1818.5	0
1819.5	0
1820.5	0
1821.5	0
1822.5	0
1823.5	0
1824.5	0
1825.5	0
1826.5	0
1827.5	0
1828.5	0
1829.5	0
1830.5	0
1831.5	0
1832.5	0
1833.5	0
1834.5	0
1835.5	0
1836.5	0
1837.5	0
1838.5	0
1839.5	0
1840.5	0
1841.5	0
1842.5	0
1843.5	0
1844.5	0
1845.5	0
1846.5	0
1847.5	0
1848.5	0
1849.5	0
1850.5	0
1851.5	0
1852.5	0
1853.5	1
1854.5	0
1855.5	0
1856.5	0
1857.5	0
1858.5	0
1859.5	0
1860.5	0
1861.5	0
1862.5	0
1863.5	0
1864.5	0
1865.5	0
1866.5	0
1867.5	0
1868.5	0
1869.5	0
1870.5	0
1871.5	0
1872.5	0
1873.5	0
1874.5	0
1875.5	0
1876.5	0
1877.5	0
1878.5	0
1879.5	0
1880.5	0
1881.5	0
1882.5	0
1883.5	0
1884.5	0
1885.5	0
1886.5	0
1887.5	0
1888.5	0
1889.5	0
1890.5	1
1891.5	0
1892.5	0
1893.5	0
1894.5	0
1895.5	0
1896.5	0
1897.5	0
1898.5	0
1899.5	0
1900.5	0
1901.5	0
1902.5	0
1903.5	0
1904.5	0
1905.5	0
1906.5	0
1907.5	0
1908.5	0
1909.5	0
1910.5	0
1911.5	0
1912.5	0
1913.5	0
1914.5	0
1915.5	0
1916.5	0
1917.5	0
1918.5	0
1919.5	0
1920.5	0
1921.5	0
1922.5	0
1923.5	0
1924.5	0
1925.5	0
1926.5	0
1927.5	0
1928.5	0
1929.5	0
1930.5	0
1931.5	0
1932.5	0
1933.5	0
1934.5	0
1935.5	0
1936.5	0
1937.5	0
1938.5	0
1939.5	0
1940.5	0
1941.5	0
1942.5	0
1943.5	0
1944.5	0
1945.5	0
1946.5	0
1947.5	0
1948.5	0
1949.5	0
1950.5	0
1951.5	0
1952.5	0
1953.5	0
1954.5	0
1955.5	0
1956.5	0
1957.5	0
1958.5	0
1959.5	0
1960.5	0
1961.5	0
1962.5	0
1963.5	0
1964.5	0
1965.5	0
1966.5	0
1967.5	0
1968.5	0
1969.5	0
1970.5	0
1971.5	0
1972.5	0
1973.5	0
1974.5	0
1975.5	0
1976.5	0
1977.5	0
1978.5	0
1979.5	0
1980.5	0
1981.5	0
1982.5	0
1983.5	0
1984.5	0
1985.5	0
1986.5	0
1987.5	0
1988.5	0
1989.5	0
1990.5	0
1991.5	0
1992.5	0
1993.5	0
1994.5	0
1995.5	1
1996.5	0
1997.5	0
1998.5	0
1999.5	0
2000.5	0
2001.5	0
